"Event Date","Serial Killer Name","Serial Killer Profile URL","Event Type","Year of Event"
"08/06/1963","Gwen Graham","https://skdb.fandom.com/wiki/Gwen_Graham","Birth","1963"
"08/06/1965","Anders Eklund","https://skdb.fandom.com/wiki/Anders_Eklund","Birth","1965"
"08/06/1966","Marco Bergamo","https://skdb.fandom.com/wiki/Marco_Bergamo","Birth","1966"
"08/06/1975","Franklin Alix","https://skdb.fandom.com/wiki/Franklin_Alix","Birth","1975"
"08/06/1987","Joran van der Sloot","https://skdb.fandom.com/wiki/Joran_van_der_Sloot","Birth","1987"
"08/07/1560","Elizabeth Báthory","https://skdb.fandom.com/wiki/Elizabeth_B%C3%A1thory","Birth","1560"
"08/07/1942","Stella Nickell","https://skdb.fandom.com/wiki/Stella_Nickell","Birth","1942"
"08/07/1942","Stanley Rice","https://skdb.fandom.com/wiki/Stanley_Rice","Birth","1942"
"08/07/1961","Phillip Ingle","https://skdb.fandom.com/wiki/Phillip_Ingle","Birth","1961"
"08/07/1964","Adam Leroy Lane","https://skdb.fandom.com/wiki/Adam_Leroy_Lane","Birth","1964"
"08/08/1941","Edward Surratt","https://skdb.fandom.com/wiki/Edward_Surratt","Birth","1941"
"08/08/1956","Mohamed Belahrach","https://skdb.fandom.com/wiki/Mohamed_Belahrach","Birth","1956"
"08/08/1967","Patrick Tracy Burris","https://skdb.fandom.com/wiki/Patrick_Tracy_Burris","Birth","1967"
"08/08/1976","Shawn Michael Grate","https://skdb.fandom.com/wiki/Shawn_Michael_Grate","Birth","1976"
"08/09/1940","Sergey Kashintsev","https://skdb.fandom.com/wiki/Sergey_Kashintsev","Birth","1940"
"08/09/1943","Willy Van Coppernolle","https://skdb.fandom.com/wiki/Willy_Van_Coppernolle","Birth","1943"
"08/09/1951","Benny Hodge","https://skdb.fandom.com/wiki/Benny_Hodge","Birth","1951"
"08/09/1955","Johnny Delome","https://skdb.fandom.com/wiki/Johnny_Delome","Birth","1955"
"08/09/1960","Robert White","https://skdb.fandom.com/wiki/Robert_White","Birth","1960"
"08/09/1971","Dallen Bounds","https://skdb.fandom.com/wiki/Dallen_Bounds","Birth","1971"
"08/09/1994","Dayvon Daquan Bennett","https://skdb.fandom.com/wiki/Dayvon_Daquan_Bennett","Birth","1994"
"08/10/1866","James Gordy","https://skdb.fandom.com/wiki/James_Gordy","Birth","1866"
"08/10/1910","Benedito Moreira de Carvalho","https://skdb.fandom.com/wiki/Benedito_Moreira_de_Carvalho","Birth","1910"
"08/10/1933","Charles Albright","https://skdb.fandom.com/wiki/Charles_Albright","Birth","1933"
"08/10/1941","Marcel Barbeault","https://skdb.fandom.com/wiki/Marcel_Barbeault","Birth","1941"
"08/10/1950","Denise Oliverson","https://skdb.fandom.com/wiki/Denise_Oliverson","Birth","1950"
"08/10/1964","Jack Jones","https://skdb.fandom.com/wiki/Jack_Jones","Birth","1964"
"08/10/1965","Gerald Patrick Lewis","https://skdb.fandom.com/wiki/Gerald_Patrick_Lewis","Birth","1965"
"08/11/1970","Paul Durousseau","https://skdb.fandom.com/wiki/Paul_Durousseau","Birth","1970"
"08/12/1925","Lois Jurgens","https://skdb.fandom.com/wiki/Lois_Jurgens","Birth","1925"
"08/13/1837","Sadakichi Shimizu","https://skdb.fandom.com/wiki/Sadakichi_Shimizu","Birth","1837"
"08/13/1944","Richard Delage","https://skdb.fandom.com/wiki/Richard_Delage","Birth","1944"
"08/13/1961","Cary Stayner","https://skdb.fandom.com/wiki/Cary_Stayner","Birth","1961"
"08/13/1984","Christina Aistrup Hansen","https://skdb.fandom.com/wiki/Christina_Aistrup_Hansen","Birth","1984"
"08/14/1960","Alex Ewing","https://skdb.fandom.com/wiki/Alex_Ewing","Birth","1960"
"08/14/1965","Ronald Gray","https://skdb.fandom.com/wiki/Ronald_Gray","Birth","1965"
"08/14/1972","Christopher Revak","https://skdb.fandom.com/wiki/Christopher_Revak","Birth","1972"
"08/14/1973","Jacques Plumain","https://skdb.fandom.com/wiki/Jacques_Plumain","Birth","1973"
"08/15/1896","Marie Besnard","https://skdb.fandom.com/wiki/Marie_Besnard","Birth","1896"
"08/15/1964","Igor Korovnikov","https://skdb.fandom.com/wiki/Igor_Korovnikov","Birth","1964"
"08/16/1832","Nancy Staffleback","https://skdb.fandom.com/wiki/Nancy_Staffleback","Birth","1832"
"08/16/1941","Gheorghe Toma","https://skdb.fandom.com/wiki/Gheorghe_Toma","Birth","1941"
"08/16/1950","Jack Unterweger","https://skdb.fandom.com/wiki/Jack_Unterweger","Birth","1950"
"08/16/1955","Zhang Yongming","https://skdb.fandom.com/wiki/Zhang_Yongming","Birth","1955"
"08/16/1960","Jayne MacDonald","https://skdb.fandom.com/wiki/Jayne_MacDonald","Birth","1960"
"08/16/1966","Henry Eugene Hodges","https://skdb.fandom.com/wiki/Henry_Eugene_Hodges","Birth","1966"
"08/16/1984","Terrell Lewis","https://skdb.fandom.com/wiki/Terrell_Lewis","Birth","1984"
"08/17/1908","Donald Merrett","https://skdb.fandom.com/wiki/Donald_Merrett","Birth","1908"
"08/17/1959","Charles Anthony Boyd","https://skdb.fandom.com/wiki/Charles_Anthony_Boyd","Birth","1959"
"08/18/1941","Boris Serebryakov","https://skdb.fandom.com/wiki/Boris_Serebryakov","Birth","1941"
"08/18/1953","David Silva","https://skdb.fandom.com/wiki/David_Silva","Birth","1953"
"08/18/1988","Jorge Avila-Torrez","https://skdb.fandom.com/wiki/Jorge_Avila-Torrez","Birth","1988"
"08/19/1924","Wesley Peery","https://skdb.fandom.com/wiki/Wesley_Peery","Birth","1924"
"08/19/1953","Mary Anne Pesce","https://skdb.fandom.com/wiki/Mary_Anne_Pesce","Birth","1953"
"08/19/1959","Anthony Sowell","https://skdb.fandom.com/wiki/Anthony_Sowell","Birth","1959"
"08/19/1969","Samuel Legg","https://skdb.fandom.com/wiki/Samuel_Legg","Birth","1969"
"08/20/1950","William Suff","https://skdb.fandom.com/wiki/William_Suff","Birth","1950"
"08/20/1954","Luo Shubiao","https://skdb.fandom.com/wiki/Luo_Shubiao","Birth","1954"
"08/20/1955","Georgann Hawkins","https://skdb.fandom.com/wiki/Georgann_Hawkins","Birth","1955"
"08/20/1960","Thomas Huskey","https://skdb.fandom.com/wiki/Thomas_Huskey","Birth","1960"
"08/20/1961","Richard Holman","https://skdb.fandom.com/wiki/Richard_Holman","Birth","1961"
"08/21/1947","Sachiko Eto","https://skdb.fandom.com/wiki/Sachiko_Eto","Birth","1947"
"08/21/1953","David Alan Gore","https://skdb.fandom.com/wiki/David_Alan_Gore","Birth","1953"
"08/21/1961","Alis Johns","https://skdb.fandom.com/wiki/Alis_Johns","Birth","1961"
"08/21/1962","Tsutomu Miyazaki","https://skdb.fandom.com/wiki/Tsutomu_Miyazaki","Birth","1962"
"08/21/1963","William Huff","https://skdb.fandom.com/wiki/William_Huff","Birth","1963"
"08/21/1965","Jaroslava Fabiánová","https://skdb.fandom.com/wiki/Jaroslava_Fabi%C3%A1nov%C3%A1","Birth","1965"
"08/22/1937","Patricia Allanson","https://skdb.fandom.com/wiki/Patricia_Allanson","Birth","1937"
"08/22/1955","Jorge José Sagredo","https://skdb.fandom.com/wiki/Jorge_Jos%C3%A9_Sagredo","Birth","1955"
"08/22/1961","Clark Perry Baldwin","https://skdb.fandom.com/wiki/Clark_Perry_Baldwin","Birth","1961"
"08/23/1922","Giorgio Vizzardelli","https://skdb.fandom.com/wiki/Giorgio_Vizzardelli","Birth","1922"
"08/23/1925","Anjette Lyles","https://skdb.fandom.com/wiki/Anjette_Lyles","Birth","1925"
"08/23/1928","Marie Noe","https://skdb.fandom.com/wiki/Marie_Noe","Birth","1928"
"08/23/1936","Henry Lee Lucas","https://skdb.fandom.com/wiki/Henry_Lee_Lucas","Birth","1936"
"08/23/1943","Rodney Alcala","https://skdb.fandom.com/wiki/Rodney_Alcala","Birth","1943"
"08/23/1963","Henry Lee Jones","https://skdb.fandom.com/wiki/Henry_Lee_Jones","Birth","1963"
"08/24/1940","Paul Bateson","https://skdb.fandom.com/wiki/Paul_Bateson","Birth","1940"
"08/24/1940","Richard Biegenwald","https://skdb.fandom.com/wiki/Richard_Biegenwald","Birth","1940"
"08/24/1941","Harold Meade","https://skdb.fandom.com/wiki/Harold_Meade","Birth","1941"
"08/24/1952","Patrick Tissier","https://skdb.fandom.com/wiki/Patrick_Tissier","Birth","1952"
"08/24/1954","James Randall","https://skdb.fandom.com/wiki/James_Randall","Birth","1954"
"08/24/1985","Dontae Morris","https://skdb.fandom.com/wiki/Dontae_Morris","Birth","1985"
"08/25/1946","Robert Danielson","https://skdb.fandom.com/wiki/Robert_Danielson","Birth","1946"
"08/26/1937","Vera Millward","https://skdb.fandom.com/wiki/Vera_Millward","Birth","1937"
"08/26/1942","Carol Bundy","https://skdb.fandom.com/wiki/Carol_Bundy","Birth","1942"
"08/26/1944","John Getreu","https://skdb.fandom.com/wiki/John_Getreu","Birth","1944"
"08/26/1946","Amina Agisheff","https://skdb.fandom.com/wiki/Amina_Agisheff","Birth","1946"
"08/26/1959","Wayne Garrison","https://skdb.fandom.com/wiki/Wayne_Garrison","Birth","1959"
"08/26/1968","Benjamin Atkins","https://skdb.fandom.com/wiki/Benjamin_Atkins","Birth","1968"
"08/27/1906","Ed Gein","https://skdb.fandom.com/wiki/Ed_Gein","Birth","1906"
"08/27/1946","Peter Tobin","https://skdb.fandom.com/wiki/Peter_Tobin","Birth","1946"
"08/27/1953","Frederick Cox","https://skdb.fandom.com/wiki/Frederick_Cox","Birth","1953"
"08/27/1956","John Taylor","https://skdb.fandom.com/wiki/John_Taylor","Birth","1956"
"08/27/1963","Timothy Gribble","https://skdb.fandom.com/wiki/Timothy_Gribble","Birth","1963"
"08/27/1964","Paul Bernardo","https://skdb.fandom.com/wiki/Paul_Bernardo","Birth","1964"
"08/27/1988","Lázaro Barbosa de Sousa","https://skdb.fandom.com/wiki/L%C3%A1zaro_Barbosa_de_Sousa","Birth","1988"
"08/28/1951","Danny Bible","https://skdb.fandom.com/wiki/Danny_Bible","Birth","1951"
"08/28/1961","Agustín Ramón Martínez","https://skdb.fandom.com/wiki/Agust%C3%ADn_Ram%C3%B3n_Mart%C3%ADnez","Birth","1961"
"08/28/1967","Ray Jackson","https://skdb.fandom.com/wiki/Ray_Jackson","Birth","1967"
"08/28/1982","Heather Pressdee","https://skdb.fandom.com/wiki/Heather_Pressdee","Birth","1982"
"08/28/1982","Artyom Varushkin","https://skdb.fandom.com/wiki/Artyom_Varushkin","Birth","1982"
"08/29/1962","Richard Angelo","https://skdb.fandom.com/wiki/Richard_Angelo","Birth","1962"
"08/29/1976","Elias Abuelazam","https://skdb.fandom.com/wiki/Elias_Abuelazam","Birth","1976"
"08/30/1952","Lonnie Franklin","https://skdb.fandom.com/wiki/Lonnie_Franklin","Birth","1952"
"08/30/1969","Jack Owen Spillman","https://skdb.fandom.com/wiki/Jack_Owen_Spillman","Birth","1969"
"08/30/1977","Ralph Faba","https://skdb.fandom.com/wiki/Ralph_Faba","Birth","1977"
"08/30/1993","Samantha Koenig","https://skdb.fandom.com/wiki/Samantha_Koenig","Birth","1993"
"08/31/1951","Ángel Nieves Díaz","https://skdb.fandom.com/wiki/%C3%81ngel_Nieves_D%C3%ADaz","Birth","1951"
"08/31/1959","Billy Carroll","https://skdb.fandom.com/wiki/Billy_Carroll","Birth","1959"
"","Aladár Donászi","https://skdb.fandom.com/wiki/Alad%C3%A1r_Don%C3%A1szi","Birth","1954"
"","Joanna Dennehy","https://skdb.fandom.com/wiki/Joanna_Dennehy","Birth","1982"
"08/01/2002","Leslie Burchart","https://skdb.fandom.com/wiki/Leslie_Burchart","Death","2002"
"08/01/2004","Viktor Malyuk","https://skdb.fandom.com/wiki/Viktor_Malyuk","Death","2004"
"08/01/2024","Morris Solomon Jr.","https://skdb.fandom.com/wiki/Morris_Solomon_Jr.","Death","2024"
"08/02/1993","Edgar Antonsen","https://skdb.fandom.com/wiki/Edgar_Antonsen","Death","1993"
"08/02/1996","Sergey Golovkin","https://skdb.fandom.com/wiki/Sergey_Golovkin","Death","1996"
"08/02/1997","Antonis Daglis","https://skdb.fandom.com/wiki/Antonis_Daglis","Death","1997"
"08/02/1999","Gregorio Cárdenas Hernández","https://skdb.fandom.com/wiki/Gregorio_C%C3%A1rdenas_Hern%C3%A1ndez","Death","1999"
"08/02/2019","Yasunori Suzuki","https://skdb.fandom.com/wiki/Yasunori_Suzuki","Death","2019"
"08/03/1932","Petros Koulaxidis","https://skdb.fandom.com/wiki/Petros_Koulaxidis","Death","1932"
"08/03/2023","James Phillip Barnes","https://skdb.fandom.com/wiki/James_Phillip_Barnes","Death","2023"
"08/04/2000","Oleg Kuznetsov","https://skdb.fandom.com/wiki/Oleg_Kuznetsov","Death","2000"
"08/05/1843","Sarah Dazley","https://skdb.fandom.com/wiki/Sarah_Dazley","Death","1843"
"08/05/1948","Alfred Leonard Cline","https://skdb.fandom.com/wiki/Alfred_Leonard_Cline","Death","1948"
"08/05/1991","Andrei Sibiryakov","https://skdb.fandom.com/wiki/Andrei_Sibiryakov","Death","1991"
"08/05/1999","Charles Anthony Boyd","https://skdb.fandom.com/wiki/Charles_Anthony_Boyd","Death","1999"
"08/05/2001","Robert Spangler","https://skdb.fandom.com/wiki/Robert_Spangler","Death","2001"
"08/05/2013","Francisco Benitez","https://skdb.fandom.com/wiki/Francisco_Benitez","Death","2013"
"08/05/2013","John Errol Ferguson","https://skdb.fandom.com/wiki/John_Errol_Ferguson","Death","2013"
"08/05/2017","Joe Metheny","https://skdb.fandom.com/wiki/Joe_Metheny","Death","2017"
"08/07/1986","Willie Steelman","https://skdb.fandom.com/wiki/Willie_Steelman","Death","1986"
"08/08/1923","Albert Burrows","https://skdb.fandom.com/wiki/Albert_Burrows","Death","1923"
"08/08/1924","Euzebe Vidrine","https://skdb.fandom.com/wiki/Euzebe_Vidrine","Death","1924"
"08/08/1973","Dean Corll","https://skdb.fandom.com/wiki/Dean_Corll","Victim Murdered","1973"
"08/08/2008","Rio Alex Bulo","https://skdb.fandom.com/wiki/Rio_Alex_Bulo","Death","2008"
"08/09/1886","Mary Ann Britland","https://skdb.fandom.com/wiki/Mary_Ann_Britland","Death","1886"
"08/10/1910","John Dickman","https://skdb.fandom.com/wiki/John_Dickman","Death","1910"
"08/10/1917","Hilda Nilsson","https://skdb.fandom.com/wiki/Hilda_Nilsson","Death","1917"
"08/10/1949","John Haigh","https://skdb.fandom.com/wiki/John_Haigh","Death","1949"
"08/10/1981","Ramiro Matildes Siqueira","https://skdb.fandom.com/wiki/Ramiro_Matildes_Siqueira","Death","1981"
"08/10/2000","George Kent Wallace","https://skdb.fandom.com/wiki/George_Kent_Wallace","Death","2000"
"08/10/2001","Aladár Donászi","https://skdb.fandom.com/wiki/Alad%C3%A1r_Don%C3%A1szi","Death","2001"
"08/10/2001","Michael Sumpter","https://skdb.fandom.com/wiki/Michael_Sumpter","Death","2001"
"08/11/1973","Giorgio Vizzardelli","https://skdb.fandom.com/wiki/Giorgio_Vizzardelli","Death","1973"
"08/11/1999","James Otto Earhart","https://skdb.fandom.com/wiki/James_Otto_Earhart","Death","1999"
"08/11/2010","Robert Diaz","https://skdb.fandom.com/wiki/Robert_Diaz","Death","2010"
"08/13/1915","George Joseph Smith","https://skdb.fandom.com/wiki/George_Joseph_Smith","Death","1915"
"08/13/1936","Casimir Dankerque","https://skdb.fandom.com/wiki/Casimir_Dankerque","Death","1936"
"08/13/1998","Waneta Hoyt","https://skdb.fandom.com/wiki/Waneta_Hoyt","Death","1998"
"08/14/1998","Gary Evans","https://skdb.fandom.com/wiki/Gary_Evans","Death","1998"
"08/15/1893","John Makin","https://skdb.fandom.com/wiki/John_Makin","Death","1893"
"08/15/1965","Monte Merz","https://skdb.fandom.com/wiki/Monte_Merz","Death","1965"
"08/15/1974","Joël Matencio","https://skdb.fandom.com/wiki/Jo%C3%ABl_Matencio","Capture","1974"
"08/15/2024","Arthur Ream","https://skdb.fandom.com/wiki/Arthur_Ream","Death","2024"
"08/16/1883","Ah Young","https://skdb.fandom.com/wiki/Ah_Young","Death","1883"
"08/16/1998","Abdallah al-Hubal","https://skdb.fandom.com/wiki/Abdallah_al-Hubal","Death","1998"
"08/17/1847","Thomas Griffiths Wainewright","https://skdb.fandom.com/wiki/Thomas_Griffiths_Wainewright","Death","1847"
"08/17/1938","Jane Toppan","https://skdb.fandom.com/wiki/Jane_Toppan","Death","1938"
"08/17/1986","Stephen Richard Smith","https://skdb.fandom.com/wiki/Stephen_Richard_Smith","Death","1986"
"08/18/1925","Johann Berchtold","https://skdb.fandom.com/wiki/Johann_Berchtold","Death","1925"
"08/18/1975","Siegfried Rautenberg","https://skdb.fandom.com/wiki/Siegfried_Rautenberg","Death","1975"
"08/18/2022","Herbert Mullin","https://skdb.fandom.com/wiki/Herbert_Mullin","Death","2022"
"08/19/1841","Philippe Dutartre","https://skdb.fandom.com/wiki/Philippe_Dutartre","Death","1841"
"08/19/1912","Robert Hicks Murray","https://skdb.fandom.com/wiki/Robert_Hicks_Murray","Death","1912"
"08/19/1979","Vladimir Tretyakov","https://skdb.fandom.com/wiki/Vladimir_Tretyakov","Death","1979"
"08/19/2014","Francisco García Escalero","https://skdb.fandom.com/wiki/Francisco_Garc%C3%ADa_Escalero","Death","2014"
"08/20/1926","Charles Barr","https://skdb.fandom.com/wiki/Charles_Barr","Death","1926"
"08/20/1961","Euphemia Mondich","https://skdb.fandom.com/wiki/Euphemia_Mondich","Death","1961"
"08/20/1962","Leroy McGahuey","https://skdb.fandom.com/wiki/Leroy_McGahuey","Death","1962"
"08/20/1997","Andrew Six","https://skdb.fandom.com/wiki/Andrew_Six","Death","1997"
"08/20/2010","Ramon Berloso","https://skdb.fandom.com/wiki/Ramon_Berloso","Death","2010"
"08/21/1614","Elizabeth Báthory","https://skdb.fandom.com/wiki/Elizabeth_B%C3%A1thory","Death","1614"
"08/21/1849","Mary Ann Geering","https://skdb.fandom.com/wiki/Mary_Ann_Geering","Death","1849"
"08/21/1925","Claus Blixt","https://skdb.fandom.com/wiki/Claus_Blixt","Death","1925"
"08/21/1959","Stephen Nash","https://skdb.fandom.com/wiki/Stephen_Nash","Death","1959"
"08/21/2007","Frank Duane Welch","https://skdb.fandom.com/wiki/Frank_Duane_Welch","Death","2007"
"08/21/2014","Robert Hansen","https://skdb.fandom.com/wiki/Robert_Hansen","Death","2014"
"08/21/2023","Stephen Farrow","https://skdb.fandom.com/wiki/Stephen_Farrow","Death","2023"
"08/22/1997","Gholamreza Khoshroo Kurdieh","https://skdb.fandom.com/wiki/Gholamreza_Khoshroo_Kurdieh","Death","1997"
"08/22/2003","Mark Beckles","https://skdb.fandom.com/wiki/Mark_Beckles","Death","2003"
"08/22/2019","Gary Ray Bowles","https://skdb.fandom.com/wiki/Gary_Ray_Bowles","Death","2019"
"08/22/2020","Charles Albright","https://skdb.fandom.com/wiki/Charles_Albright","Death","2020"
"08/23/1849","Rebecca Smith","https://skdb.fandom.com/wiki/Rebecca_Smith","Death","1849"
"08/23/1852","Jean-Baptiste Thiébaut","https://skdb.fandom.com/wiki/Jean-Baptiste_Thi%C3%A9baut","Death","1852"
"08/24/1799","Micajah Harpe","https://skdb.fandom.com/wiki/Micajah_Harpe","Death","1799"
"08/24/1999","Darcie Jo Baum","https://skdb.fandom.com/wiki/Darcie_Jo_Baum","Death","1999"
"08/25/1976","Fredric Manalli","https://skdb.fandom.com/wiki/Fredric_Manalli","Death","1976"
"08/26/1953","John Balaban","https://skdb.fandom.com/wiki/John_Balaban","Death","1953"
"08/26/1992","Arthur Leigh Allen","https://skdb.fandom.com/wiki/Arthur_Leigh_Allen","Death","1992"
"08/26/2004","James Allridge","https://skdb.fandom.com/wiki/James_Allridge","Death","2004"
"08/27/2013","Anatoly Onoprienko","https://skdb.fandom.com/wiki/Anatoly_Onoprienko","Death","2013"
"08/28/1891","François-Onésime Baillet","https://skdb.fandom.com/wiki/Fran%C3%A7ois-On%C3%A9sime_Baillet","Death","1891"
"08/28/1992","Hensley Neville","https://skdb.fandom.com/wiki/Hensley_Neville","Death","1992"
"08/28/1999","Stephen Akinmurele","https://skdb.fandom.com/wiki/Stephen_Akinmurele","Death","1999"
"08/29/1989","John Gambill","https://skdb.fandom.com/wiki/John_Gambill","Death","1989"
"08/29/2005","Anne Grigg-Booth","https://skdb.fandom.com/wiki/Anne_Grigg-Booth","Death","2005"
"08/30/1988","Nikolai Fefilov","https://skdb.fandom.com/wiki/Nikolai_Fefilov","Death","1988"
"08/30/2001","Warren James Bland","https://skdb.fandom.com/wiki/Warren_James_Bland","Death","2001"
"","Graham Young","https://skdb.fandom.com/wiki/Graham_Young","Death","1990"
"","Tom Begeja","https://skdb.fandom.com/wiki/Tom_Begeja","Death","2002"
"","Matias Cerón","https://skdb.fandom.com/wiki/Matias_Cer%C3%B3n","Death","2003"
"","Mohamed Belahrach","https://skdb.fandom.com/wiki/Mohamed_Belahrach","Death","2010"
"08/01/1983","Anthony Joyner","https://skdb.fandom.com/wiki/Anthony_Joyner","Capture","1983"
"08/01/1991","Beate Schmidt","https://skdb.fandom.com/wiki/Beate_Schmidt","Capture","1991"
"08/01/2005","Sabine Hilschenz","https://skdb.fandom.com/wiki/Sabine_Hilschenz","Capture","2005"
"08/01/2015","Arsen Bayrambekov","https://skdb.fandom.com/wiki/Arsen_Bayrambekov","Capture","2015"
"08/02/1992","Nathaniel White","https://skdb.fandom.com/wiki/Nathaniel_White","Capture","1992"
"08/03/1875","Joseph Riaud","https://skdb.fandom.com/wiki/Joseph_Riaud","Capture","1875"
"08/03/1984","Franz Schmidt","https://skdb.fandom.com/wiki/Franz_Schmidt","Capture","1984"
"08/03/1993","Charles Wooten","https://skdb.fandom.com/wiki/Charles_Wooten","Capture","1993"
"08/03/1995","Vladimir Krishtopa","https://skdb.fandom.com/wiki/Vladimir_Krishtopa","Capture","1995"
"08/03/2006","Dale Hausner","https://skdb.fandom.com/wiki/Dale_Hausner","Capture","2006"
"08/03/2006","Samuel Dieteman","https://skdb.fandom.com/wiki/Samuel_Dieteman","Capture","2006"
"08/03/2011","Eliakim Nampindi","https://skdb.fandom.com/wiki/Eliakim_Nampindi","Capture","2011"
"08/04/1897","Joseph Vacher","https://skdb.fandom.com/wiki/Joseph_Vacher","Capture","1897"
"08/04/1987","Howard Allen","https://skdb.fandom.com/wiki/Howard_Allen","Capture","1987"
"08/04/1998","Francisco de Assis Pereira","https://skdb.fandom.com/wiki/Francisco_de_Assis_Pereira","Capture","1998"
"08/05/1991","Donald Evans","https://skdb.fandom.com/wiki/Donald_Evans","Capture","1991"
"08/05/1997","Charles Duffy","https://skdb.fandom.com/wiki/Charles_Duffy","Capture","1997"
"08/05/2000","Vincent Johnson","https://skdb.fandom.com/wiki/Vincent_Johnson","Capture","2000"
"08/05/2011","Kevin Sweat","https://skdb.fandom.com/wiki/Kevin_Sweat","Capture","2011"
"08/05/2022","Robert Edwards","https://skdb.fandom.com/wiki/Robert_Edwards","Capture","2022"
"08/06/1985","John Wille","https://skdb.fandom.com/wiki/John_Wille","Capture","1985"
"08/06/1987","Nathaniel Code","https://skdb.fandom.com/wiki/Nathaniel_Code","Capture","1987"
"08/06/1992","Marco Bergamo","https://skdb.fandom.com/wiki/BERGAMO_Marco","Capture","1992"
"08/06/1992","Joey Miller","https://skdb.fandom.com/wiki/MILLER_Joseph_Daniel","Capture","1992"
"08/06/1996","Siswanto","https://skdb.fandom.com/wiki/Siswanto","Capture","1996"
"08/06/2020","Hugo Bustamante Pérez","https://skdb.fandom.com/wiki/Hugo_Bustamante_P%C3%A9rez","Capture","2020"
"08/07/1980","Anthony LaRette","https://skdb.fandom.com/wiki/Anthony_LaRette","Capture","1980"
"08/07/2020","Karel Šťovíček","https://skdb.fandom.com/wiki/Karel_%C5%A0%C5%A5ov%C3%AD%C4%8Dek","Capture","2020"
"08/08/1915","Ryuun Daimai","https://skdb.fandom.com/wiki/Ryuun_Daimai","Capture","1915"
"08/08/1957","Monroe Hickson","https://skdb.fandom.com/wiki/Monroe_Hickson","Capture","1957"
"08/08/1973","Wayne Henley","https://skdb.fandom.com/wiki/Wayne_Henley","Capture","1973"
"08/08/1992","Roberto Arguelles","https://skdb.fandom.com/wiki/Roberto_Arguelles","Capture","1992"
"08/08/1996","Anthony Balaam","https://skdb.fandom.com/wiki/Anthony_Balaam","Capture","1996"
"08/08/2003","Chang Jen-bao","https://skdb.fandom.com/wiki/Chang_Jen-bao","Capture","2003"
"08/08/2003","Michelle Knotek","https://skdb.fandom.com/wiki/Michelle_Knotek","Capture","2003"
"08/08/2003","Yevgeny Petrov","https://skdb.fandom.com/wiki/Yevgeny_Petrov","Capture","2003"
"08/09/1973","David Brooks","https://skdb.fandom.com/wiki/David_Brooks","Capture","1973"
"08/09/1988","Pierre Chanal","https://skdb.fandom.com/wiki/Pierre_Chanal","Capture","1988"
"08/09/1993","Lam Kwok-wai","https://skdb.fandom.com/wiki/Lam_Kwok-wai","Capture","1993"
